hhid,round,foodclassR7,s11q2c,s11q2d
1033,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,
1033,7,Eggs,No,
1033,7,Fish and seafood,No,
1033,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
1033,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
1033,7,Oils and fats,No,
1033,7,Sweets,No,
1033,7,"Spices, condiments, beverages",No,
1034,7,None / Only water,No,
1034,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
1034,7,White roots and tubers,No,
1034,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
1034,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
1034,7,"Other vegetables (e.g., cabbage)",No,
1034,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
1034,7,"Other fruits (e.g., banana, watermelon)",No,
1034,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
1034,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
1034,7,Eggs,No,
1034,7,Fish and seafood,No,
1034,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
1034,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
1034,7,Oils and fats,No,
1034,7,Sweets,No,
1034,7,"Spices, condiments, beverages",No,
1035,7,None / Only water,No,No
1035,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
1035,7,White roots and tubers,Yes,Yes
1035,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
1035,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
1035,7,"Other vegetables (e.g., cabbage)",Yes,Yes
1035,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
1035,7,"Other fruits (e.g., banana, watermelon)",No,No
1035,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
1035,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,Yes
1035,7,Eggs,No,No
1035,7,Fish and seafood,No,No
1035,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
1035,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
1035,7,Oils and fats,Yes,Yes
1035,7,Sweets,No,No
1035,7,"Spices, condiments, beverages",No,No
1036,7,None / Only water,No,
1036,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
1036,7,White roots and tubers,Yes,
1036,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
1036,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
1036,7,"Other vegetables (e.g., cabbage)",Yes,
1036,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
1036,7,"Other fruits (e.g., banana, watermelon)",No,
1036,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
1036,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,
1036,7,Eggs,Yes,
1036,7,Fish and seafood,No,
1036,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
1036,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
1036,7,Oils and fats,Yes,
1036,7,Sweets,Yes,
1036,7,"Spices, condiments, beverages",Yes,
1037,7,None / Only water,No,
1037,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
1037,7,White roots and tubers,No,
1037,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
1037,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
1037,7,"Other vegetables (e.g., cabbage)",Yes,
1037,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
1037,7,"Other fruits (e.g., banana, watermelon)",No,
1037,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
1037,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
1037,7,Eggs,No,
1037,7,Fish and seafood,No,
1037,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
1037,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
1037,7,Oils and fats,Yes,
1037,7,Sweets,No,
1037,7,"Spices, condiments, beverages",No,
1038,7,None / Only water,No,
1038,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
1038,7,White roots and tubers,Yes,
1038,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
1038,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
1038,7,"Other vegetables (e.g., cabbage)",Yes,
1038,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
1038,7,"Other fruits (e.g., banana, watermelon)",No,
1038,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
1038,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,
1038,7,Eggs,No,
1038,7,Fish and seafood,No,
1038,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
1038,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
1038,7,Oils and fats,Yes,
1038,7,Sweets,No,
1038,7,"Spices, condiments, beverages",No,
1039,7,None / Only water,No,
1039,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
1039,7,White roots and tubers,Yes,
1039,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
1039,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
1039,7,"Other vegetables (e.g., cabbage)",Yes,
1039,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
1039,7,"Other fruits (e.g., banana, watermelon)",No,
1039,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
1039,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,
1039,7,Eggs,No,
1039,7,Fish and seafood,No,
1039,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
1039,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
1039,7,Oils and fats,No,
1039,7,Sweets,No,
1039,7,"Spices, condiments, beverages",Yes,
1042,7,None / Only water,No,No
1042,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
1042,7,White roots and tubers,Yes,Yes
1042,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),Yes,No
1042,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,No
1042,7,"Other vegetables (e.g., cabbage)",No,No
1042,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
1042,7,"Other fruits (e.g., banana, watermelon)",Yes,No
1042,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
1042,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,No
1042,7,Eggs,Yes,Yes
1042,7,Fish and seafood,No,No
1042,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
1042,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
1042,7,Oils and fats,Yes,Yes
1042,7,Sweets,Yes,Yes
1042,7,"Spices, condiments, beverages",Yes,Yes
1045,7,None / Only water,No,
1045,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
1045,7,White roots and tubers,No,
1045,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
1045,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
1045,7,"Other vegetables (e.g., cabbage)",No,
1045,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
1045,7,"Other fruits (e.g., banana, watermelon)",No,
1045,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
1045,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
1045,7,Eggs,No,
1045,7,Fish and seafood,No,
1045,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
1045,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
1045,7,Oils and fats,No,
1045,7,Sweets,No,
1045,7,"Spices, condiments, beverages",No,
1047,7,None / Only water,No,
1047,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
1047,7,White roots and tubers,No,
1047,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
1047,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
1047,7,"Other vegetables (e.g., cabbage)",No,
1047,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
1047,7,"Other fruits (e.g., banana, watermelon)",No,
1047,7,"Organ meat (e.g., liver, kidney, blood, etc.)",Yes,
1047,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
1047,7,Eggs,No,
1047,7,Fish and seafood,No,
1047,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
1047,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
1047,7,Oils and fats,Yes,
1047,7,Sweets,No,
1047,7,"Spices, condiments, beverages",No,
2001,7,None / Only water,No,
2001,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
2001,7,White roots and tubers,Yes,
2001,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
2001,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
2001,7,"Other vegetables (e.g., cabbage)",Yes,
2001,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
2001,7,"Other fruits (e.g., banana, watermelon)",No,
2001,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
2001,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
2001,7,Eggs,No,
2001,7,Fish and seafood,No,
2001,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
2001,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
2001,7,Oils and fats,No,
2001,7,Sweets,No,
2001,7,"Spices, condiments, beverages",No,
2002,7,None / Only water,No,
2002,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
2002,7,White roots and tubers,No,
2002,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
2002,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
2002,7,"Other vegetables (e.g., cabbage)",No,
2002,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
2002,7,"Other fruits (e.g., banana, watermelon)",No,
2002,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
2002,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
2002,7,Eggs,No,
2002,7,Fish and seafood,No,
2002,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
2002,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
2002,7,Oils and fats,Yes,
2002,7,Sweets,No,
2002,7,"Spices, condiments, beverages",No,
2003,7,None / Only water,No,
2003,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
2003,7,White roots and tubers,No,
2003,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
2003,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
2003,7,"Other vegetables (e.g., cabbage)",No,
2003,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
2003,7,"Other fruits (e.g., banana, watermelon)",No,
2003,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
2003,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
2003,7,Eggs,No,
2003,7,Fish and seafood,No,
2003,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
2003,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
2003,7,Oils and fats,Yes,
2003,7,Sweets,No,
2003,7,"Spices, condiments, beverages",No,
2004,7,None / Only water,No,
2004,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
2004,7,White roots and tubers,Yes,
2004,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
2004,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
2004,7,"Other vegetables (e.g., cabbage)",No,
2004,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
2004,7,"Other fruits (e.g., banana, watermelon)",No,
2004,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
2004,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,
2004,7,Eggs,No,
2004,7,Fish and seafood,No,
2004,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
2004,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
2004,7,Oils and fats,Yes,
2004,7,Sweets,Yes,
2004,7,"Spices, condiments, beverages",No,
2005,7,None / Only water,No,No
2005,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
2005,7,White roots and tubers,No,No
2005,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
2005,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
2005,7,"Other vegetables (e.g., cabbage)",Yes,Yes
2005,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
2005,7,"Other fruits (e.g., banana, watermelon)",No,No
2005,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
2005,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
2005,7,Eggs,No,No
2005,7,Fish and seafood,No,No
2005,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
2005,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
2005,7,Oils and fats,Yes,Yes
2005,7,Sweets,No,No
2005,7,"Spices, condiments, beverages",No,No
2007,7,None / Only water,No,No
2007,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
2007,7,White roots and tubers,No,No
2007,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
2007,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,Yes
2007,7,"Other vegetables (e.g., cabbage)",No,No
2007,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
2007,7,"Other fruits (e.g., banana, watermelon)",No,No
2007,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
2007,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
2007,7,Eggs,No,No
2007,7,Fish and seafood,No,No
2007,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
2007,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
2007,7,Oils and fats,Yes,Yes
2007,7,Sweets,No,No
2007,7,"Spices, condiments, beverages",No,No
2009,7,None / Only water,No,
2009,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
2009,7,White roots and tubers,Yes,
2009,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
2009,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
2009,7,"Other vegetables (e.g., cabbage)",No,
2009,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
2009,7,"Other fruits (e.g., banana, watermelon)",No,
2009,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
2009,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
2009,7,Eggs,No,
2009,7,Fish and seafood,No,
2009,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
2009,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
2009,7,Oils and fats,No,
2009,7,Sweets,No,
2009,7,"Spices, condiments, beverages",No,
2010,7,None / Only water,No,No
2010,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
2010,7,White roots and tubers,No,No
2010,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
2010,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
2010,7,"Other vegetables (e.g., cabbage)",No,No
2010,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
2010,7,"Other fruits (e.g., banana, watermelon)",No,No
2010,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
2010,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
2010,7,Eggs,No,No
2010,7,Fish and seafood,No,No
2010,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
2010,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
2010,7,Oils and fats,Yes,Yes
2010,7,Sweets,No,No
2010,7,"Spices, condiments, beverages",No,No
2011,7,None / Only water,No,No
2011,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
2011,7,White roots and tubers,No,No
2011,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
2011,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,Yes
2011,7,"Other vegetables (e.g., cabbage)",No,No
2011,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
2011,7,"Other fruits (e.g., banana, watermelon)",No,No
2011,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
2011,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
2011,7,Eggs,No,No
2011,7,Fish and seafood,No,No
2011,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
2011,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
2011,7,Oils and fats,Yes,Yes
2011,7,Sweets,No,No
2011,7,"Spices, condiments, beverages",No,No
2012,7,None / Only water,No,No
2012,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
2012,7,White roots and tubers,No,No
2012,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
2012,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,Yes
2012,7,"Other vegetables (e.g., cabbage)",No,No
2012,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
2012,7,"Other fruits (e.g., banana, watermelon)",No,No
2012,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
2012,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
2012,7,Eggs,No,No
2012,7,Fish and seafood,No,No
2012,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
2012,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
2012,7,Oils and fats,Yes,Yes
2012,7,Sweets,No,No
2012,7,"Spices, condiments, beverages",No,No
2013,7,None / Only water,,
2013,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",,
2013,7,White roots and tubers,,
2013,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),,
2013,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",,
2013,7,"Other vegetables (e.g., cabbage)",,
2013,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",,
2013,7,"Other fruits (e.g., banana, watermelon)",,
2013,7,"Organ meat (e.g., liver, kidney, blood, etc.)",,
2013,7,"Flesh meat (e.g., steak, chicken, etc.)",,
2013,7,Eggs,,
2013,7,Fish and seafood,,
2013,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",,
2013,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",,
2013,7,Oils and fats,,
2013,7,Sweets,,
2013,7,"Spices, condiments, beverages",,
2015,7,None / Only water,No,No
2015,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
2015,7,White roots and tubers,No,No
2015,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
2015,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,Yes
2015,7,"Other vegetables (e.g., cabbage)",Yes,Yes
2015,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
2015,7,"Other fruits (e.g., banana, watermelon)",No,No
2015,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
2015,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
2015,7,Eggs,No,No
2015,7,Fish and seafood,No,No
2015,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
2015,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
2015,7,Oils and fats,No,No
2015,7,Sweets,No,Yes
2015,7,"Spices, condiments, beverages",No,No
2016,7,None / Only water,No,
2016,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
2016,7,White roots and tubers,No,
2016,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
