hhid,round,comment,CSID,CSID_r7,s15q45a,s15q45b,s15q45c,s15q46Ia,s15q46Ib,s15q46Ic,s15q51Ia,s15q51Ib,s15q51Ic,s15q46Ua,s15q46Ub,s15q46Uc,s15q51Ua,s15q51Ub,s15q51Uc,klip_payouts_change_coping,ibli_payouts_change_coping
1016,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
1016,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1016,3,0,Did not do anything different,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
1016,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1016,7,,,No change,,,,,,,,,,,,,,,,,
1016,7,,,Migrate further,,,,,,,,,,,,,,,,,
1016,7,,,Migrate less,,,,,,,,,,,,,,,,,
1016,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1016,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1016,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1016,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1016,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1016,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1016,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1016,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1016,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1016,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1016,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1016,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1016,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1016,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1016,7,,,Other,,,,,,,,,,,,,,,,,
1017,3,0,Reduce the number of meals eaten each day,,Yes,3,,,,,,,,Yes,3,,Yes,2,,,
1017,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,1,,,
1017,3,0,Rely on assistance from others,,Yes,1,,,,,,,,Yes,1,,Yes,3,,,
1017,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1017,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
1017,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
1017,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1017,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
1017,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1017,7,,,No change,,,,,,,,,,,,,,,,,
1017,7,,,Migrate further,,,,,,,,,,,,,,,,,
1017,7,,,Migrate less,,,,,,,,,,,,,,,,,
1017,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1017,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1017,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1017,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1017,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1017,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1017,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1017,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1017,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1017,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1017,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1017,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1017,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1017,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1017,7,,,Other,,,,,,,,,,,,,,,,,
1018,3,0,Reduce the number of meals eaten each day,,Yes,1,,Yes,1,,Yes,1,,,,,,,,,
1018,3,0,Rely more on food aid,,Yes,2,,No,,,No,,,,,,,,,,
1018,3,0,Rely on assistance from others,,No,,,No,,,No,,,,,,,,,,
1018,3,0,"Pull children otherwise in school, out of school",,No,,,No,,,No,,,,,,,,,,
1018,3,0,Sell livestock,,No,,,Yes,2,,No,,,,,,,,,,
1018,3,0,Increase non-livestock activities like petty trade,,No,,,No,,,Yes,2,,,,,,,,,
1018,3,0,Send family members to look for work elsewhere,,No,,,No,,,No,,,,,,,,,,
1018,3,0,Did not do anything different,,Yes,3,,Yes,3,,Yes,3,,,,,,,,,
1018,3,0,Other (Specify if other),,No,,,No,,,No,,,,,,,,,,
1018,7,,,No change,,,,,,,,,,,,,,,,,
1018,7,,,Migrate further,,,,,,,,,,,,,,,,,
1018,7,,,Migrate less,,,,,,,,,,,,,,,,,
1018,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1018,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1018,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1018,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1018,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1018,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1018,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1018,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1018,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1018,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1018,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1018,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1018,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1018,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1018,7,,,Other,,,,,,,,,,,,,,,,,
1019,3,0,Reduce the number of meals eaten each day,,No,,,Yes,1,,Yes,1,,,,,,,,,
1019,3,0,Rely more on food aid,,Yes,2,,Yes,2,,Yes,2,,,,,,,,,
1019,3,0,Rely on assistance from others,,Yes,1,,No,,,No,,,,,,,,,,
1019,3,0,"Pull children otherwise in school, out of school",,No,,,No,,,No,,,,,,,,,,
1019,3,0,Sell livestock,,No,,,No,,,No,,,,,,,,,,
1019,3,0,Increase non-livestock activities like petty trade,,Yes,3,,No,,,No,,,,,,,,,,
1019,3,0,Send family members to look for work elsewhere,,No,,,No,,,No,,,,,,,,,,
1019,3,0,Did not do anything different,,No,,,Yes,3,,Yes,3,,,,,,,,,
1019,3,0,Other (Specify if other),,No,,,No,,,No,,,,,,,,,,
1019,7,,,No change,,,,,,,,,,,,,,,,,Yes
1019,7,,,Migrate further,,,,,,,,,,,,,,,,,No
1019,7,,,Migrate less,,,,,,,,,,,,,,,,,No
1019,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,No
1019,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,No
1019,7,,,Rely more on others,,,,,,,,,,,,,,,,,No
1019,7,,,Rely less on others,,,,,,,,,,,,,,,,,No
1019,7,,,Keep children in school,,,,,,,,,,,,,,,,,No
1019,7,,,Pull children out of school,,,,,,,,,,,,,,,,,No
1019,7,,,Sell more livestock,,,,,,,,,,,,,,,,,No
1019,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,No
1019,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,No
1019,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,No
1019,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,No
1019,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,No
1019,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,No
1019,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,No
1019,7,,,Other,,,,,,,,,,,,,,,,,No
1020,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
1020,3,0,Rely more on food aid,,No,,,,,,,,,No,,,No,,,,
1020,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
1020,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1020,3,0,Sell livestock,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
1020,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
1020,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1020,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
1020,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1020,7,,,No change,,,,,,,,,,,,,,,,,
1020,7,,,Migrate further,,,,,,,,,,,,,,,,,
1020,7,,,Migrate less,,,,,,,,,,,,,,,,,
1020,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1020,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1020,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1020,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1020,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1020,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1020,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1020,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1020,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1020,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1020,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1020,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1020,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1020,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1020,7,,,Other,,,,,,,,,,,,,,,,,
1021,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
1021,3,0,Rely more on food aid,,Yes,3,,,,,,,,Yes,2,,Yes,2,,,
1021,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
1021,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1021,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
1021,3,0,Increase non-livestock activities like petty trade,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
1021,3,0,Send family members to look for work elsewhere,,Yes,2,,,,,,,,No,,,No,,,,
1021,3,0,Did not do anything different,,No,,,,,,,,,Yes,3,,Yes,3,,,
1021,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1021,7,,,No change,,,,,,,,,,,,,,,,,
1021,7,,,Migrate further,,,,,,,,,,,,,,,,,
1021,7,,,Migrate less,,,,,,,,,,,,,,,,,
1021,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1021,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1021,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1021,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1021,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1021,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1021,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1021,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1021,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1021,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1021,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1021,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1021,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1021,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1021,7,,,Other,,,,,,,,,,,,,,,,,
1022,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
1022,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,3,,Yes,3,,,
1022,3,0,Rely on assistance from others,,Yes,1,,,,,,,,Yes,1,,Yes,2,,,
1022,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1022,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
1022,3,0,Increase non-livestock activities like petty trade,,Yes,3,,,,,,,,Yes,2,,Yes,1,,,
1022,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1022,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
1022,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1022,7,,,No change,,,,,,,,,,,,,,,,,
1022,7,,,Migrate further,,,,,,,,,,,,,,,,,
1022,7,,,Migrate less,,,,,,,,,,,,,,,,,
1022,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1022,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1022,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1022,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1022,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1022,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1022,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1022,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1022,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1022,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1022,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1022,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1022,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1022,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1022,7,,,Other,,,,,,,,,,,,,,,,,
1023,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,3,,,
1023,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
1023,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
1023,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1023,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
1023,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,Yes,2,,,
1023,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,Yes,3,,No,,,,
1023,3,0,Did not do anything different,,Yes,3,,,,,,,,No,,,No,,,,
1023,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1023,7,,,No change,,,,,,,,,,,,,,,,,
1023,7,,,Migrate further,,,,,,,,,,,,,,,,,
1023,7,,,Migrate less,,,,,,,,,,,,,,,,,
1023,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1023,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1023,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1023,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1023,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1023,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1023,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1023,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1023,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1023,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1023,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1023,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1023,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1023,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1023,7,,,Other,,,,,,,,,,,,,,,,,
1024,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
1024,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
1024,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
1024,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1024,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
1024,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,Yes,3,,Yes,3,,,
1024,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1024,3,0,Did not do anything different,,Yes,3,,,,,,,,No,,,No,,,,
1024,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1024,7,,,No change,,,,,,,,,,,,,,,,,
1024,7,,,Migrate further,,,,,,,,,,,,,,,,,
1024,7,,,Migrate less,,,,,,,,,,,,,,,,,
1024,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1024,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1024,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1024,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1024,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1024,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1024,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1024,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1024,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1024,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1024,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1024,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1024,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1024,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1024,7,,,Other,,,,,,,,,,,,,,,,,
1025,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,3,,Yes,1,,,
1025,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,1,,Yes,3,,,
1025,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
1025,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1025,3,0,Sell livestock,,No,,,,,,,,,Yes,2,,No,,,,
1025,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,Yes,2,,,
1025,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1025,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
1025,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1025,7,,,No change,,,,,,,,,,,,,,,,,
1025,7,,,Migrate further,,,,,,,,,,,,,,,,,
1025,7,,,Migrate less,,,,,,,,,,,,,,,,,
1025,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1025,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1025,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1025,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1025,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1025,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1025,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1025,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1025,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1025,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1025,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1025,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1025,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1025,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1025,7,,,Other,,,,,,,,,,,,,,,,,
1026,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
1026,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
1026,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
1026,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1026,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
1026,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
1026,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1026,3,0,Did not do anything different,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
1026,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1026,7,,,No change,,,,,,,,,,,,,,,,,
1026,7,,,Migrate further,,,,,,,,,,,,,,,,,
1026,7,,,Migrate less,,,,,,,,,,,,,,,,,
1026,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1026,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1026,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1026,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1026,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1026,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1026,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1026,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1026,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1026,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1026,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1026,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1026,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1026,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1026,7,,,Other,,,,,,,,,,,,,,,,,
1027,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,3,,Yes,3,,,
1027,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
1027,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
1027,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1027,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
1027,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,Yes,2,,Yes,2,,,
1027,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1027,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
1027,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1029,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,1,,No,,,,
1029,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,1,,,
1029,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,2,,,
1029,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,Yes,3,,,
1029,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
1029,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
1029,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1029,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
1029,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1029,7,,,No change,,,,,,,,,,,,,,,,,
1029,7,,,Migrate further,,,,,,,,,,,,,,,,,
1029,7,,,Migrate less,,,,,,,,,,,,,,,,,
1029,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1029,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1029,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1029,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1029,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1029,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1029,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1029,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1029,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1029,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1029,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1029,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1029,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1029,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1029,7,,,Other,,,,,,,,,,,,,,,,,
1031,3,0,Reduce the number of meals eaten each day,,Yes,1,,Yes,1,,Yes,2,,,,,,,,,
1031,3,0,Rely more on food aid,,Yes,2,,Yes,2,,Yes,3,,,,,,,,,
1031,3,0,Rely on assistance from others,,No,,,No,,,No,,,,,,,,,,
1031,3,0,"Pull children otherwise in school, out of school",,No,,,No,,,No,,,,,,,,,,
1031,3,0,Sell livestock,,No,,,No,,,No,,,,,,,,,,
1031,3,0,Increase non-livestock activities like petty trade,,Yes,3,,Yes,3,,Yes,1,,,,,,,,,
1031,3,0,Send family members to look for work elsewhere,,No,,,No,,,No,,,,,,,,,,
1031,3,0,Did not do anything different,,No,,,No,,,No,,,,,,,,,,
1031,3,0,Other (Specify if other),,No,,,No,,,No,,,,,,,,,,
1031,7,,,No change,,,,,,,,,,,,,,,,,
1031,7,,,Migrate further,,,,,,,,,,,,,,,,,
1031,7,,,Migrate less,,,,,,,,,,,,,,,,,
1031,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1031,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1031,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1031,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1031,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1031,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1031,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1031,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1031,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1031,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1031,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1031,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1031,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1031,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1031,7,,,Other,,,,,,,,,,,,,,,,,
1032,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,2,,Yes,2,,,
1032,3,0,Rely more on food aid,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
1032,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
1032,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1032,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
1032,3,0,Increase non-livestock activities like petty trade,,Yes,2,,,,,,,,Yes,1,,Yes,1,,,
1032,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
1032,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
1032,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
1032,7,,,No change,,,,,,,,,,,,,,,,,
1032,7,,,Migrate further,,,,,,,,,,,,,,,,,
1032,7,,,Migrate less,,,,,,,,,,,,,,,,,
1032,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
1032,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
1032,7,,,Rely more on others,,,,,,,,,,,,,,,,,
1032,7,,,Rely less on others,,,,,,,,,,,,,,,,,
1032,7,,,Keep children in school,,,,,,,,,,,,,,,,,
1032,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
1032,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
1032,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
1032,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
1032,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
1032,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
1032,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
1032,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
1032,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
1032,7,,,Other,,,,,,,,,,,,,,,,,
1033,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
1033,3,0,Rely more on food aid,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
1033,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
1033,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
1033,3,0,Sell livestock,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
1033,3,0,Increase non-livestock activities like petty trade,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
